scaffold,length,breadth,coverage,median_cov,std_cov,bases_w_0_coverage,mean_clonality,median_clonality,mean_microdiversity,median_microdiversity,rarefied_mean_microdiversity,rarefied_median_microdiversity,unmaskedBreadth,rarefied_breadth,expected_breadth,SNPs,Reference_SNPs,BiAllelic_SNPs,MultiAllelic_SNPs,consensus_SNPs,population_SNPs,conANI,popANI,Run,genome
NC_045512.2,29903,0.9980603952780658,4259.235394442029,4080,2273.9815377685563,58,0.998263676200432,0.9989746809005736,0.001736323799568007,0.0010253190994262695,0.0016859226906964508,0.0,0.9972912416814368,0.9870247132394744,1.0,10,2,8,0,4,2,0.9998658708336128,0.9999329354168064,SRR11494554,MT039887.1
NC_045512.2,29903,0.9970237099956526,4644.3823696619065,4433,3172.484176991018,89,0.9979380742828656,0.999201238155365,0.002061925717134483,0.0007987618446350098,0.001807208634684532,0.0,0.9937464468447982,0.9807377186235496,1.0,39,8,31,0,10,9,0.9996634809530219,0.9996971328577198,SRR11494555,MT039887.1
NC_045512.2,29903,0.9979266294351736,3786.910945390095,3675,1865.1965163504385,62,0.9983255577400038,0.9989924430847168,0.001674442259996245,0.0010075569152832033,0.0016090432940120134,0.0,0.9971574758385446,0.9969902685349296,1.0,8,5,3,0,6,5,0.9997987792608491,0.9998323160507075,SRR11494556,MT039887.1
NC_045512.2,29903,0.9871919205430894,4923.0794569106765,4244,4484.627307941544,383,0.9975023481875516,0.9994088113307952,0.0024976518124484315,0.0005911886692047119,0.0022138296061960947,0.0,0.9811724576129486,0.9527472159983948,1.0,100,5,92,3,9,5,0.9996932515337424,0.9998295841854123,SRR11494557,MT039887.1
NC_045512.2,29903,0.9977928635922816,4842.033809316791,4664,2610.612979572311,66,0.9983465627863748,0.99898761510849,0.0016534372136252089,0.0010123848915100098,0.0016598915893034634,0.0,0.9971909172992676,0.9970237099956526,1.0,5,4,1,0,4,4,0.9998658573392804,0.9998658573392804,SRR11494558,MT039887.1
NC_045512.2,29903,0.9972578002207136,3769.671036350868,3581,2367.8352443401795,82,0.9979398390891036,0.99906325340271,0.002060160910896336,0.0009367465972900393,0.0017124815114668568,0.0,0.9834130354813898,0.9806373942413804,1.0,31,0,30,1,7,0,0.9997619614377528,1.0,SRR11494559,MT039887.1
NC_045512.2,29903,0.9976925392101128,4664.133765842892,4485,2414.6846909700007,69,0.9982331458201252,0.9989467859268188,0.0017668541798747661,0.0010532140731811523,0.0016971090121904453,0.0,0.9973915660636056,0.9970237099956526,1.0,18,9,9,0,10,9,0.9996647108130764,0.9996982397317686,SRR11494560,MT039887.1
NC_045512.2,29903,0.9977928635922816,4623.473397317995,4418,2398.539025154974,66,0.9983573923900441,0.9989997744560242,0.0016426076099559372,0.00100022554397583,0.001551672344945465,0.0,0.9971909172992676,0.9969902685349296,1.0,10,7,3,0,7,7,0.9997652503437404,0.9997652503437404,SRR11494561,MT039887.1
NC_045512.2,29903,0.9979600708958968,4622.41440658128,4403,2390.055262023312,61,0.9982788489875452,0.998940408229828,0.0017211510124547358,0.0010595917701721194,0.001683373306964553,0.0,0.9971909172992676,0.9969902685349296,1.0,8,6,2,0,6,6,0.9997987860089204,0.9997987860089204,SRR11494562,MT039887.1
NC_045512.2,29903,0.9976256562886668,3166.8720864127345,3039,1812.674119117536,71,0.9977087268960888,0.9988246858119963,0.002291273103911195,0.00117531418800354,0.002012651254199027,0.0,0.9898003544794836,0.9748854629970236,1.0,18,9,9,0,10,9,0.9996621393337388,0.9996959254003648,SRR11494563,MT039887.1
NC_045512.2,29903,0.9854195231247701,651.2619135203826,76,1372.1905078536306,436,0.997890490849086,1.0,0.002109509150914013,0.0,0.00204442983993125,0.0,0.9507407283550146,0.6024479149249239,1.0,31,1,26,4,1,1,0.9999648258881464,0.9999648258881464,SRR11494564,MT039887.1
NC_045512.2,29903,0.9976590977493895,4439.402100123733,4148,2537.414275399488,70,0.9982001179920068,0.9990203380584716,0.0017998820079933031,0.0009796619415283203,0.0016521605323343016,0.0,0.9971574758385446,0.9806708357021034,1.0,21,6,14,1,6,6,0.9997987792608491,0.9997987792608491,SRR11494565,MT039887.1
NC_045512.2,29903,0.9977928635922816,4847.978162726148,4462,2905.0785434307963,66,0.9982733767537124,0.9990607798099518,0.001726623246287584,0.0009392201900482178,0.0016199150109840188,0.0,0.9972243587599906,0.9806708357021034,1.0,26,11,14,1,11,11,0.9996311200536552,0.9996311200536552,SRR11494566,MT039887.1
NC_045512.2,29903,0.9980938367387888,4540.936494666087,4365,2620.011850633868,57,0.99822837534285,0.9990687966346741,0.0017716246571499727,0.0009312033653259275,0.001567344400635884,0.0,0.9972243587599906,0.9806373942413804,1.0,31,11,20,0,11,11,0.9996311200536552,0.9996311200536552,SRR11494567,MT039887.1
NC_045512.2,29903,0.9979935123566196,4160.135638564691,3915,2399.5614145723484,60,0.9981076820492084,0.999002993106842,0.0018923179507914774,0.000997006893157959,0.0016210887851957345,0.0,0.9972578002207136,0.9806373942413804,1.0,28,4,24,0,7,4,0.9997652660876564,0.9998658663358037,SRR11494568,MT039887.1
NC_045512.2,29903,0.9971909172992676,4667.917399592015,4449,2586.112592968433,84,0.9981157949524264,0.9990063309669496,0.0018842050475736949,0.0009936690330505373,0.0017166595538991025,0.0,0.9971574758385446,0.9806039527806576,1.0,24,5,14,5,8,5,0.9997317056811322,0.9998323160507075,SRR11494569,MT039887.1
NC_045512.2,29903,0.9977928635922816,4661.311640972478,4468,2385.502320511488,66,0.9982113115939979,0.9989264607429504,0.0017886884060018817,0.0010735392570495603,0.001703015747447134,0.0,0.9971909172992676,0.9969902685349296,1.0,8,4,4,0,6,4,0.9997987860089204,0.9998658573392804,SRR11494570,MT039887.1
NC_045512.2,29903,0.9977594221315588,4515.3722703407675,4429,2264.4334222943785,67,0.9983831127107518,0.9989878535270692,0.0016168872892482478,0.0010121464729309082,0.001569787280063406,0.0,0.9971909172992676,0.9970571514563756,1.0,6,4,2,0,4,4,0.9998658573392804,0.9998658573392804,SRR11494571,MT039887.1
NC_045512.2,29903,0.9980269538173429,4880.5904424305245,4698,2668.03682197253,59,0.9982668450390486,0.9989684820175172,0.0017331549609513885,0.0010315179824829102,0.0016360923538630836,0.0,0.9971909172992676,0.9806708357021034,1.0,18,5,13,0,5,5,0.9998323216741004,0.9998323216741004,SRR11494572,MT039887.1
NC_045512.2,29903,0.9976256562886668,4127.235126910345,4005,2146.656619599747,71,0.9982948143272166,0.99902606010437,0.001705185672783438,0.0009739398956298828,0.0015975417969082972,0.0,0.9971909172992676,0.9902685349296058,1.0,9,4,5,0,4,4,0.9998658573392804,0.9998658573392804,SRR11494573,MT039887.1
NC_045512.2,29903,0.9981272781995116,4510.825769989633,4299,2571.8492752728835,56,0.9982708436631048,0.9990649819374084,0.001729156336895188,0.0009350180625915527,0.0015550965848176725,0.0,0.9972578002207136,0.9806708357021034,1.0,12,3,9,0,4,3,0.9998658663358037,0.9998993997518528,SRR11494574,MT039887.1
NC_045512.2,29903,0.9972912416814368,2442.961977059158,2458,1057.7281183853904,81,0.9984069493916506,0.9990106225013732,0.0015930506083493554,0.000989377498626709,0.0015017774460105435,0.0,0.9971574758385446,0.9878941912182724,1.0,12,9,3,0,9,9,0.9996981688912736,0.9996981688912736,SRR11494575,MT039887.1
NC_045512.2,29903,0.9978931879744508,4524.673644784804,4298,2628.568767214108,63,0.9982874653146528,0.99909907579422,0.0017125346853472667,0.0009009242057800293,0.0014994443916197526,0.0,0.9971574758385446,0.9806708357021034,1.0,17,11,6,0,11,11,0.9996310953115568,0.9996310953115568,SRR11494576,MT039887.1
NC_045512.2,29903,0.9906029495368358,4412.852790689897,4032,3333.733982397353,281,0.9978209259163292,0.9992538094520568,0.002179074083670796,0.0007461905479431152,0.0018276816338589352,0.0,0.9871250376216432,0.9790322041266762,1.0,46,11,34,1,11,11,0.9996273460261536,0.9996273460261536,SRR11494577,MT039887.1
NC_045512.2,29903,0.9970237099956526,4407.998428251346,4098,3451.347094615737,89,0.9977969553179766,0.999286651611328,0.0022030446820233696,0.000713348388671875,0.0020045116787899,0.0,0.9899006788616528,0.969568270742066,1.0,67,6,59,2,8,7,0.9997297388601736,0.999763521502652,SRR11494578,MT039887.1
NC_045512.2,29903,0.9978263050530048,4678.814232685684,4491,2575.2881217664653,65,0.9982095927039024,0.999035894870758,0.0017904072960975848,0.0009641051292419434,0.0015355910486577473,0.0,0.9971909172992676,0.9806708357021034,1.0,26,11,15,0,11,11,0.9996311076830208,0.9996311076830208,SRR11494579,MT039887.1
NC_045512.2,29903,0.9977928635922816,4220.688827207971,4034,2487.426065698381,66,0.99804507371713,0.9988934397697448,0.001954926282870084,0.001106560230255127,0.0018011733976982522,0.0,0.9971240343778216,0.9806373942413804,1.0,22,4,18,0,4,4,0.9998658483415501,0.9998658483415501,SRR11494580,MT039887.1
NC_045512.2,29903,0.9977928635922816,5250.682205798748,5014,2974.090204470388,66,0.9981741981581976,0.9989767372608184,0.0018258018418022546,0.0010232627391815186,0.0016375109139203925,0.0,0.9972912416814368,0.9806708357021034,1.0,28,5,23,0,7,5,0.9997652739588224,0.999832338542016,SRR11494581,MT039887.1
NC_045512.2,29903,0.9977259806708356,4691.567902885998,4478,2408.8564865126127,68,0.9983122591601749,0.9990747570991516,0.001687740839825258,0.0009252429008483887,0.001466903939872699,0.0,0.9975922148279436,0.9969902685349296,1.0,13,6,7,0,10,7,0.9996647782508128,0.9997653447755692,SRR11494582,MT039887.1
NC_045512.2,29903,0.9975922148279436,4554.431628933552,4440,2432.7759145817395,72,0.9983293674909964,0.999011754989624,0.0016706325090036778,0.0009882450103759766,0.0016217357445453828,0.0,0.9971909172992676,0.9969902685349296,1.0,13,4,9,0,5,4,0.9998323216741004,0.9998658573392804,SRR11494583,MT039887.1
NC_045512.2,29903,0.9979600708958968,4455.2386382637205,4346,2090.4484725233488,61,0.9984488821374248,0.9990085959434508,0.0015511178625753352,0.0009914040565490725,0.001516412563862701,0.0,0.9972578002207136,0.9969902685349296,1.0,5,5,0,0,5,5,0.9998323329197544,0.9998323329197544,SRR11494584,MT039887.1
NC_045512.2,29903,0.9971909172992676,4414.229843159549,3387,4198.548136460759,84,0.9977419974721592,0.9994059801101683,0.0022580025278410303,0.000594019889831543,0.0021034142944297285,0.0,0.9741831923218406,0.9511085844229676,1.0,100,2,94,4,10,2,0.9996567230785074,0.9999313446157014,SRR11494585,MT039887.1
NC_045512.2,29903,0.9971909172992676,1045.0540748419892,76,6515.329603723157,84,0.9979907077076224,1.0,0.0020092922923774514,0.0,0.0017114271448840368,0.0,0.9864227669464602,0.8115239273651473,1.0,43,8,28,7,10,8,0.999660982472794,0.9997287859782352,SRR11494586,MT039887.1
NC_045512.2,29903,0.9952513125773332,4441.7707587867435,4228,3097.2537295485718,142,0.9981103787509772,0.9991925954818726,0.0018896212490230324,0.0008074045181274414,0.0016909291719515718,0.0,0.9812727819951176,0.9806373942413804,1.0,28,10,17,1,14,10,0.9995228845039704,0.9996592032171217,SRR11494587,MT039887.1
NC_045512.2,29903,0.9898672374009296,4409.558472394074,4291,3079.3167343633904,303,0.9983172910041168,0.9992425441741944,0.0016827089958831865,0.0007574558258056643,0.001668983503286925,0.0,0.9893321740293616,0.9873925693074274,1.0,23,4,19,0,5,4,0.9998309897241752,0.9998647917793402,SRR11494588,MT039887.1
NC_045512.2,29903,0.9979266294351736,4114.42734842658,3957,2070.956453971904,62,0.9983585194672168,0.9990214109420776,0.0016414805327833464,0.0009785890579223633,0.0016048032106338315,0.0,0.9972578002207136,0.9970571514563756,1.0,8,4,4,0,6,4,0.9997987995037054,0.9998658663358037,SRR11494589,MT039887.1
NC_045512.2,29903,0.9883289302076714,3972.8184128682733,2351,4374.602928785202,349,0.9975494143640448,0.9995421171188354,0.0024505856359553486,0.0004578828811645508,0.001981207273546559,0.0,0.9721098217570144,0.9053941076146206,1.0,103,6,93,4,18,6,0.9993807836526885,0.999793594550896,SRR11494590,MT039887.1
NC_045512.2,29903,0.9977594221315588,4007.967026719727,3788,2516.8188598792217,67,0.9981936871701256,0.999124437570572,0.0018063128298745343,0.0008755624294281006,0.0016824719428105706,0.0,0.9959535832525164,0.9806373942413804,1.0,29,0,29,0,6,0,0.9997985360284736,1.0,SRR11494591,MT039887.1
NC_045512.2,29903,0.9977259806708356,4302.446844798181,3985,2430.4938164487203,68,0.9982747559780254,0.99900883436203,0.0017252440219746035,0.0009911656379699707,0.0015754751110320653,0.0,0.9971909172992676,0.9806708357021034,1.0,18,7,11,0,7,7,0.9997652503437404,0.9997652503437404,SRR11494592,MT039887.1
NC_045512.2,29903,0.9979266294351736,5134.723238471056,5103,2396.420021174338,62,0.9984903881004362,0.9990286827087402,0.0015096118995637786,0.0009713172912597656,0.0014737197698887485,0.0,0.9971574758385446,0.9969902685349296,1.0,7,5,2,0,5,5,0.9998323160507075,0.9998323160507075,SRR11494593,MT039887.1
NC_045512.2,29903,0.9979600708958968,4513.702404441026,4432,2207.156500485089,61,0.9982899416673556,0.9990152716636658,0.0017100583326444818,0.0009847283363342283,0.001572872979437423,0.0,0.9975253319064976,0.9970571514563756,1.0,16,6,10,0,7,6,0.9997653290422072,0.9997988534647492,SRR11494594,MT039887.1
NC_045512.2,29903,0.9980938367387888,4112.9056616393,3923,2209.6088299324165,57,0.9983511966805526,0.9990634322166444,0.0016488033194473894,0.0009365677833557127,0.0015733128026909071,0.0,0.9971574758385446,0.9864227669464602,1.0,24,12,12,0,12,12,0.9995975585216984,0.9995975585216984,SRR11494595,MT039887.1
NC_045512.2,29903,0.9981272781995116,4160.752800722335,3867,2535.237597473132,56,0.998169122492568,0.9990405440330504,0.001830877507432049,0.0009594559669494627,0.0015561878183206757,0.0,0.9973246831421596,0.9806708357021034,1.0,19,5,14,0,6,5,0.9997988129966804,0.9998323441639004,SRR11494596,MT039887.1
NC_045512.2,29903,0.9828779721098218,2840.329665919807,2759,1645.1557353365658,512,0.9982509888933012,0.9992409944534302,0.0017490111066987837,0.0007590055465698242,0.0015428984286280922,0.0,0.9814399892987326,0.977794870079925,1.0,20,6,13,1,11,9,0.9996251874062968,0.9996933351506064,SRR11494597,MT039887.1
NC_045512.2,29903,0.9977594221315588,4402.379794669431,4155,2598.360325787442,67,0.9981244025915886,0.9990299940109252,0.0018755974084113671,0.000970005989074707,0.001627007935256497,0.0,0.9973915660636056,0.9806708357021034,1.0,18,5,12,1,6,5,0.9997988264878458,0.9998323554065379,SRR11494598,MT039887.1
NC_045512.2,29903,0.9977928635922816,4813.96532120523,4758,2202.7083561603663,66,0.9984236369407798,0.9990430474281312,0.0015763630592201539,0.0009569525718688963,0.0014217215828022931,0.0,0.9974918904457748,0.9970237099956526,1.0,18,11,7,0,14,12,0.9995306423494704,0.9995976934424032,SRR11494599,MT039887.1
NC_045512.2,29903,0.9978931879744508,4984.103400996555,4740,3098.589059123221,63,0.998085901299957,0.9990880489349364,0.0019140987000429988,0.0009119510650634766,0.0015823776705856665,0.0,0.991673076279972,0.9807042771628264,1.0,40,11,29,0,12,11,0.99959533283874,0.9996290551021784,SRR11494600,MT039887.1
NC_045512.2,29903,0.9976256562886668,2776.777012339899,2591,1625.0272177678696,71,0.9989153984383132,0.9996419548988342,0.001084601561686882,0.0003580451011657715,0.0009930168784109128,0.0,0.9971574758385446,0.9788315553623382,1.0,31,12,19,0,12,12,0.9995975585216984,0.9995975585216984,SRR11494601,MT039887.1
NC_045512.2,29903,0.9977928635922816,4635.471725244959,4434,2389.193546231133,66,0.9982635308193712,0.9990068674087524,0.0017364691806288635,0.0009931325912475586,0.0016432297316535394,0.0,0.9974250075243286,0.9969902685349296,1.0,11,8,3,0,9,8,0.9996982498491248,0.9997317776436666,SRR11494602,MT039887.1
NC_045512.2,29903,0.9974584489850516,4111.029762900042,3870,2963.458625327517,76,0.9979083158302892,0.9992069602012634,0.002091684169710839,0.0007930397987365723,0.001791897677916654,0.0,0.9820084941310236,0.9806373942413804,1.0,48,9,39,0,13,10,0.9995572961008002,0.9996594585390772,SRR11494603,MT039887.1
NC_045512.2,29903,0.9980938367387888,4696.191853660168,4447,2557.772800904053,57,0.998300817678987,0.9990672171115876,0.0016991823210129595,0.0009327828884124756,0.0015571728243554126,0.0,0.9972912416814368,0.9807377186235496,1.0,19,6,12,1,6,6,0.9997988062504192,0.9997988062504192,SRR11494604,MT039887.1
NC_045512.2,29903,0.9978263050530048,3593.5969300739057,3434,1972.7242426124426,65,0.9982240229166428,0.99902606010437,0.001775977083357305,0.0009739398956298828,0.0016055111120967247,0.0,0.9971909172992676,0.9806373942413804,1.0,21,10,11,0,10,10,0.9996646433482008,0.9996646433482008,SRR11494605,MT039887.1
NC_045512.2,29903,0.9981272781995116,4823.976590977494,4586,2826.1144937966346,56,0.9981771201644614,0.999021738767624,0.001822879835538637,0.0009782612323760986,0.0016197513294138322,0.0,0.9975587733672208,0.9806708357021034,1.0,22,7,15,0,9,8,0.9996982903117668,0.9997318136104592,SRR11494606,MT039887.1
NC_045512.2,29903,0.9978263050530048,4448.097348092165,4197,2467.351271630427,65,0.9977908758859614,0.998866617679596,0.0022091241140386178,0.0011333823204040527,0.001952682338204004,0.0,0.9975922148279436,0.9806708357021034,1.0,22,8,14,0,10,9,0.9996647782508128,0.9996983004257316,SRR11494607,MT039887.1
NC_045512.2,29903,0.992007490887202,2832.7077216332814,2773,1503.1586002804672,239,0.99830706467666,0.9990697503089904,0.001692935323339917,0.0009302496910095217,0.0015006062226088355,0.0,0.9816071966023476,0.976791626258235,1.0,23,7,15,1,10,7,0.9996593193200014,0.9997615235240008,SRR11494608,MT039887.1
NC_045512.2,29903,0.9979600708958968,4306.237768785741,4103,2587.661870616395,61,0.9981515719245964,0.9990566074848176,0.0018484280754036406,0.0009433925151824953,0.0016369392891857348,0.0,0.9936795639233522,0.9806373942413804,1.0,15,4,11,0,5,4,0.9998317291512421,0.9998653833209936,SRR11494609,MT039887.1
NC_045512.2,29903,0.9938467712269672,4924.926696318095,4756,3431.2903343158446,184,0.9981620349295928,0.9992148280143738,0.001837965070407121,0.0007851719856262207,0.0016108851420605366,0.0,0.9812727819951176,0.9806708357021034,1.0,32,7,24,1,8,7,0.9997273625736972,0.9997614422519852,SRR11494610,MT039887.1
NC_045512.2,29903,0.9980938367387888,4606.3867170518015,4372,2415.5003444951585,57,0.9984478697159259,0.9990763068199158,0.0015521302840738604,0.0009236931800842283,0.0015588281618820199,0.0,0.9972578002207136,0.9883289302076714,1.0,5,5,0,0,5,5,0.9998323329197544,0.9998323329197544,SRR11494611,MT039887.1
NC_045512.2,29903,0.9980938367387888,4456.565261010601,4352,2295.278125141215,57,0.9983408446243192,0.9990366101264954,0.001659155375680843,0.0009633898735046387,0.0015980415109937418,0.0,0.9972243587599906,0.9970571514563756,1.0,20,6,14,0,8,6,0.9997317236753857,0.9997987927565392,SRR11494612,MT039887.1
NC_045512.2,29903,0.9977594221315588,5049.357054476141,4882,2664.527545599353,67,0.9981911703611892,0.998931884765625,0.0018088296388107934,0.001068115234375,0.0017388390346362306,0.0,0.9971909172992676,0.9969902685349296,1.0,18,6,12,0,7,6,0.9997652503437404,0.9997987860089204,SRR11494613,MT039887.1
NC_045512.2,29903,0.9978263050530048,4007.966658863659,3797,2379.857647301877,65,0.9981011024259092,0.9989837408065796,0.0018988975740908964,0.0010162591934204102,0.0017084053537959054,0.0,0.9971909172992676,0.9787646724408924,1.0,15,7,8,0,8,7,0.9997317146785608,0.9997652503437404,SRR11494614,MT039887.1
NC_045512.2,29903,0.9976925392101128,4705.758051031668,4414,3307.050150533044,69,0.9981720518516908,0.9992180466651917,0.0018279481483093327,0.0007819533348083496,0.0016400220652359465,0.0,0.9890980838043004,0.9806373942413804,1.0,35,8,27,0,9,8,0.9996957095040064,0.9997295195591168,SRR11494615,MT039887.1
NC_045512.2,29903,0.9956526101060096,5151.8921178477085,4066,4671.520454669038,130,0.9977087506226132,0.9994229674339294,0.0022912493773868947,0.0005770325660705566,0.0019063242622405774,0.0,0.9815403136809016,0.9565929839815404,1.0,85,8,74,3,18,8,0.9993867329903579,0.9997274368846036,SRR11494616,MT039887.1
NC_045512.2,29903,0.9979266294351736,4519.0448784402915,4337,2353.460046969591,62,0.9984014170781108,0.999035894870758,0.0015985829218893026,0.0009641051292419434,0.0014517159354493492,0.0,0.9972912416814368,0.9969902685349296,1.0,11,5,6,0,6,5,0.9997988062504192,0.999832338542016,SRR11494617,MT039887.1
NC_045512.2,29903,0.9979266294351736,4582.352573320402,4281,2631.1479731892114,62,0.9983656921131812,0.9990514516830444,0.001634307886818731,0.0009485483169555664,0.0015853245844211776,0.0,0.9971574758385446,0.9862221181821222,1.0,25,11,14,0,11,11,0.9996310953115568,0.9996310953115568,SRR11494618,MT039887.1
NC_045512.2,29903,0.9971240343778216,3026.8688425910436,2981,1597.5219506131118,86,0.9980505116673642,0.9989578127861024,0.0019494883326357515,0.001042187213897705,0.0017395218165867645,0.0,0.9889643179614086,0.9784971407551082,1.0,27,7,20,0,9,8,0.9996956683461266,0.9997294829743348,SRR11494619,MT039887.1
NC_045512.2,29903,0.9979266294351736,5462.3199344547365,5273,3110.090104453543,62,0.9981024282238116,0.9990109205245972,0.0018975717761884336,0.000989079475402832,0.0017379576552147835,0.0,0.9972912416814368,0.9806708357021034,1.0,40,11,28,1,11,11,0.9996311447924352,0.9996311447924352,SRR11494620,MT039887.1
NC_045512.2,29903,0.9977594221315588,3676.1734274153096,3461,2036.1886847696924,67,0.9981962215557402,0.9990262389183044,0.0018037784442598293,0.0009737610816955566,0.0016433489332825513,0.0,0.9971574758385446,0.9806708357021034,1.0,30,11,19,0,11,11,0.9996310953115568,0.9996310953115568,SRR11494621,MT039887.1
NC_045512.2,29903,0.9987961074139718,5134.29184362773,4935,2714.9477025272768,36,0.9971640492481838,0.9984316229820251,0.0028359507518161964,0.0015683770179748535,0.002780988596024159,0.0,0.9971909172992676,0.9969902685349296,1.0,12,8,4,0,9,8,0.9996981790133808,0.9997317146785608,SRR11494622,MT039887.1
NC_045512.2,29903,0.9976925392101128,4023.809316790957,3717,2300.085366618788,69,0.997809458391429,0.9989794492721558,0.002190541608571017,0.0010205507278442383,0.0021153760554388787,0.0,0.9971240343778216,0.985252315821155,1.0,21,0,20,1,8,0,0.9997316966831002,1.0,SRR11494623,MT039887.1
NC_045512.2,29903,0.9981607196602348,4861.471524596194,4811,2476.0920509305065,55,0.9969190421400744,0.998475968837738,0.0030809578599254595,0.0015240311622619627,0.003040580073274013,0.0,0.9971909172992676,0.9969902685349296,1.0,9,8,1,0,8,8,0.9997317146785608,0.9997317146785608,SRR11494624,MT039887.1
NC_045512.2,29903,0.9972578002207136,5064.423602982978,4763,2677.373528861739,82,0.996969356247318,0.9983299672603608,0.0030306437526819163,0.0016700327396392822,0.003057400176273317,0.0,0.9970905929170988,0.9969568270742066,1.0,8,6,2,0,7,6,0.9997652267239068,0.9997987657633486,SRR11494625,MT039887.1
NC_045512.2,29903,0.9979266294351736,4759.561448684079,4561,2589.843711155266,62,0.9974712973057718,0.9985358715057372,0.002528702694228224,0.0014641284942626953,0.0025462721645126427,0.0,0.9971909172992676,0.9969902685349296,1.0,19,6,13,0,8,6,0.9997317146785608,0.9997987860089204,SRR11494626,MT039887.1
NC_045512.2,29903,0.9984951342674648,4863.704344045748,4612,2581.5755212646727,45,0.9975855971774013,0.9986178278923036,0.00241440282259886,0.0013821721076965332,0.0021243292157562266,0.0,0.9976925392101128,0.9953181954987794,1.0,21,8,13,0,11,10,0.9996312931554602,0.9996648119595092,SRR11494627,MT039887.1
NC_045512.2,29903,0.9977928635922816,4904.504297227703,4592,2599.7994334134933,66,0.9981188199088556,0.9989567697048188,0.001881180091144352,0.0010432302951812744,0.0016987890950864724,0.0,0.9972912416814368,0.9884626960505636,1.0,20,6,14,0,8,6,0.9997317416672256,0.9997988062504192,SRR11494628,MT039887.1
NC_045512.2,29903,0.9979266294351736,4573.114169146908,4331,2853.494030622562,62,0.9979764063501508,0.9990999102592468,0.0020235936498490537,0.0009000897407531738,0.0015883510905647658,0.0,0.993278266394676,0.9806373942413804,1.0,32,11,20,1,11,11,0.999629654568716,0.999629654568716,SRR11494629,MT039887.1
NC_045512.2,29903,0.9906698324582818,2610.5223221750325,2529,1460.9315785179642,279,0.9983869460666479,0.9992336928844452,0.0016130539333520932,0.0007663071155548098,0.0012773868047040171,0.0,0.9876601009932112,0.9745510483897936,1.0,16,4,8,4,7,6,0.999762985034198,0.9997968443150268,SRR11494630,MT039887.1
NC_045512.2,29903,0.9979600708958968,7427.064040397285,7044,3719.515591494829,61,0.9961765102817259,0.9983835220336914,0.003823489718274065,0.0016164779663085938,0.0037454977404165475,0.0,0.9972243587599906,0.9970571514563756,1.0,10,7,3,0,7,7,0.9997652582159624,0.9997652582159624,SRR11494631,MT039887.1
NC_045512.2,29903,0.9976925392101128,4956.641273450824,4654,2717.9765665086293,69,0.9972837487451428,0.99850732088089,0.0027162512548573052,0.0014926791191101074,0.0026415795131983213,0.0,0.9971574758385446,0.9928100859445541,1.0,8,6,2,0,6,6,0.9997987792608491,0.9997987792608491,SRR11494632,MT039887.1
NC_045512.2,29903,0.9979266294351736,5075.753636758854,4877,2647.926185244122,62,0.9974580231184724,0.9985247850418092,0.002541976881527685,0.001475214958190918,0.002557488753819337,0.0,0.9973246831421596,0.9969902685349296,1.0,13,5,7,1,6,5,0.9997988129966804,0.9998323441639004,SRR11494633,MT039887.1
NC_045512.2,29903,0.9977928635922816,4633.059893656155,4328,2703.7928796756382,66,0.9980488901590662,0.99899822473526,0.001951109840933829,0.0010017752647399902,0.0018025239999813762,0.0,0.9972578002207136,0.9805705113199344,1.0,20,5,14,1,8,5,0.9997317326716072,0.9998323329197544,SRR11494634,MT039887.1
NC_045512.2,29903,0.9976256562886668,4811.137277196268,4688,2225.4634953576638,71,0.997308506302888,0.9984420537948608,0.0026914936971119685,0.0015579462051391602,0.002552578145198159,0.0,0.9971909172992676,0.9969902685349296,1.0,9,9,0,0,9,9,0.9996981790133808,0.9996981790133808,SRR11494635,MT039887.1
NC_045512.2,29903,0.9677958733237468,509.88733571882415,356,550.0817548122836,963,0.9972536964039496,1.0,0.002746303596050325,0.0,0.0013749810696064286,0.0,0.8133632077049125,0.6132495067384544,1.0,71,6,64,1,12,6,0.999506619521421,0.9997533097607104,SRR11494636,MT039887.1
NC_045512.2,29903,0.9892318496471926,611.6669230511989,413,705.8445199363913,322,0.9901099435851656,1.0,0.009890056414834314,0.0,0.00964681806493406,0.0,0.9803364210948734,0.9262950205664984,1.0,464,5,449,10,11,5,0.9996247654784242,0.9998294388538292,SRR11494637,MT039887.1
NC_045512.2,29903,0.9978263050530048,4633.6966525097805,4456,2490.564497528091,65,0.9981934148891338,0.9990926384925842,0.0018065851108661766,0.0009073615074157717,0.0017219639477829007,0.0,0.9971909172992676,0.9945490419021504,1.0,14,6,8,0,8,6,0.9997317146785608,0.9997987860089204,SRR11494638,MT039887.1
NC_045512.2,29903,0.9976256562886668,4727.966357890513,4429,2497.1416033424357,71,0.9975380720880822,0.9984703660011292,0.0024619279119177944,0.0015296339988708494,0.00232395301928634,0.0,0.9971909172992676,0.9969902685349296,1.0,9,7,2,0,7,7,0.9997652503437404,0.9997652503437404,SRR11494639,MT039887.1
NC_045512.2,29903,0.9977928635922816,4884.914690833695,4671,2276.672007338704,66,0.9972924191773788,0.9984166920185088,0.002707580822621125,0.0015833079814910887,0.002632194448172309,0.0,0.9972912416814368,0.9969902685349296,1.0,9,7,2,0,7,7,0.9997652739588224,0.9997652739588224,SRR11494640,MT039887.1
