Run,Center_ID,Group,BioProject,Method,library_strategy,library_source,instrument,LibraryLayout,total_reads,percent_aligned,coverage,breadth,sample_accession,experiment_desc,collection_date,isolation_source,release_date,Sufficient_cov
SRR11494554,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,579032,99.77,4259.235394442029,0.9980603952780658,SRS6439224,Severe acute respiratory syndrome coronavirus 2,2020-03-16,missing,1586805737.6799898,True
SRR11494555,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,619485,99.77,4644.3823696619065,0.9970237099956526,SRS6439225,Severe acute respiratory syndrome coronavirus 2,2020-03-16,missing,1586805752.211871,True
SRR11494556,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,507053,99.78,3786.910945390095,0.9979266294351736,SRS6439223,Severe acute respiratory syndrome coronavirus 2,2020-03-16,missing,1586805740.0719702,True
SRR11494557,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,667102,99.74,4923.0794569106765,0.9871919205430894,SRS6439222,Severe acute respiratory syndrome coronavirus 2,2020-03-15,missing,1586805749.2038956,True
SRR11494558,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,646678,99.79,4842.033809316791,0.9977928635922816,SRS6439220,Severe acute respiratory syndrome coronavirus 2,2020-03-15,missing,1586805754.4998522,True
SRR11494559,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,510761,99.78,3769.671036350868,0.9972578002207136,SRS6439221,Severe acute respiratory syndrome coronavirus 2,2020-03-15,missing,1586805754.9158487,True
SRR11494560,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,633081,99.78,4664.133765842892,0.9976925392101128,SRS6439219,Severe acute respiratory syndrome coronavirus 2,2020-03-15,missing,1586805764.3477716,True
SRR11494561,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,621486,99.79,4623.473397317995,0.9977928635922816,SRS6439218,Severe acute respiratory syndrome coronavirus 2,2020-03-15,missing,1586805773.7396948,True
SRR11494562,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,635352,99.75,4622.41440658128,0.9979600708958968,SRS6439217,Severe acute respiratory syndrome coronavirus 2,2020-03-15,missing,1586805772.0597086,True
SRR11494563,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,442893,99.73,3166.8720864127345,0.9976256562886668,SRS6439216,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586805770.895718,True
SRR11494564,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,103319,99.7,651.2619135203826,0.9854195231247701,SRS6439215,Severe acute respiratory syndrome coronavirus 2,2020-02-22,missing,1586805759.3798122,True
SRR11494565,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,607311,99.76,4439.402100123733,0.9976590977493895,SRS6439214,Severe acute respiratory syndrome coronavirus 2,2020-03-15,missing,1586805771.3517144,True
SRR11494566,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,665796,99.77,4847.978162726148,0.9977928635922816,SRS6439213,Severe acute respiratory syndrome coronavirus 2,2020-03-15,missing,1586805782.4876235,True
SRR11494567,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,612729,99.76,4540.936494666087,0.9980938367387888,SRS6439212,Severe acute respiratory syndrome coronavirus 2,2020-03-15,missing,1586805782.2076256,True
SRR11494568,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,570160,99.76,4160.135638564691,0.9979935123566196,SRS6439210,Severe acute respiratory syndrome coronavirus 2,2020-03-14,missing,1586805784.4436073,True
SRR11494569,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,635720,99.75,4667.917399592015,0.9971909172992676,SRS6439211,Severe acute respiratory syndrome coronavirus 2,2020-03-14,missing,1586805793.6435323,True
SRR11494570,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,653777,99.75,4661.311640972478,0.9977928635922816,SRS6439209,Severe acute respiratory syndrome coronavirus 2,2020-03-14,missing,1586805782.6396222,True
SRR11494571,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,623133,99.77,4515.3722703407675,0.9977594221315588,SRS6439208,Severe acute respiratory syndrome coronavirus 2,2020-03-14,missing,1586805800.9194727,True
SRR11494572,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,663914,99.77,4880.5904424305245,0.9980269538173429,SRS6439206,Severe acute respiratory syndrome coronavirus 2,2020-03-14,missing,1586805801.1634707,True
SRR11494573,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,560332,99.78,4127.235126910345,0.9976256562886668,SRS6439207,Severe acute respiratory syndrome coronavirus 2,2020-03-14,missing,1586805803.1514544,True
SRR11494574,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,606558,99.8,4510.825769989633,0.9981272781995116,SRS6439205,Severe acute respiratory syndrome coronavirus 2,2020-03-14,missing,1586805805.0914385,True
SRR11494575,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,352686,99.78,2442.961977059158,0.9972912416814368,SRS6439204,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586805802.1714625,True
SRR11494576,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,614571,99.79,4524.673644784804,0.9978931879744508,SRS6439203,Severe acute respiratory syndrome coronavirus 2,2020-03-14,missing,1586805811.6393852,True
SRR11494577,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,593411,99.77,4412.852790689897,0.9906029495368358,SRS6439202,Severe acute respiratory syndrome coronavirus 2,2020-03-14,missing,1586805812.1153812,True
SRR11494578,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,602601,99.76,4407.998428251346,0.9970237099956526,SRS6439201,Severe acute respiratory syndrome coronavirus 2,2020-03-14,missing,1586805807.5954182,True
SRR11494579,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,627856,99.77,4678.814232685684,0.9978263050530048,SRS6439200,Severe acute respiratory syndrome coronavirus 2,2020-03-14,missing,1586805808.723409,True
SRR11494580,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,572025,99.76,4220.688827207971,0.9977928635922816,SRS6439199,Severe acute respiratory syndrome coronavirus 2,2020-03-13,missing,1586805810.2273967,True
SRR11494581,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,705776,99.8,5250.682205798748,0.9977928635922816,SRS6439198,Severe acute respiratory syndrome coronavirus 2,2020-03-13,missing,1586805820.9873087,True
SRR11494582,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,630889,99.8,4691.567902885998,0.9977259806708356,SRS6439197,Severe acute respiratory syndrome coronavirus 2,2020-03-13,missing,1586805814.2193642,True
SRR11494583,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,621290,99.78,4554.431628933552,0.9975922148279436,SRS6439196,Severe acute respiratory syndrome coronavirus 2,2020-03-13,missing,1586805816.5713449,True
SRR11494584,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,604651,99.78,4455.2386382637205,0.9979600708958968,SRS6439195,Severe acute respiratory syndrome coronavirus 2,2020-03-13,missing,1586805819.8793178,True
SRR11494585,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,599271,99.75,4414.229843159549,0.9971909172992676,SRS6439194,Severe acute respiratory syndrome coronavirus 2,2020-03-13,missing,1586805824.51928,True
SRR11494586,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,164471,99.74,1045.0540748419892,0.9971909172992676,SRS6439193,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586805818.6953275,True
SRR11494587,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,596018,99.79,4441.7707587867435,0.9952513125773332,SRS6439192,Severe acute respiratory syndrome coronavirus 2,2020-03-13,missing,1586805831.6392217,True
SRR11494588,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,597778,99.76,4409.558472394074,0.9898672374009296,SRS6439191,Severe acute respiratory syndrome coronavirus 2,2020-03-13,missing,1586805827.6072547,True
SRR11494589,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,562581,99.78,4114.42734842658,0.9979266294351736,SRS6439190,Severe acute respiratory syndrome coronavirus 2,2020-03-13,missing,1586805834.6351974,True
SRR11494590,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,539008,99.79,3972.8184128682733,0.9883289302076714,SRS6439189,Severe acute respiratory syndrome coronavirus 2,2020-03-13,missing,1586805833.3712077,True
SRR11494591,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,543694,99.77,4007.967026719727,0.9977594221315588,SRS6439188,Severe acute respiratory syndrome coronavirus 2,2020-03-13,missing,1586805832.7912123,True
SRR11494592,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,589834,99.78,4302.446844798181,0.9977259806708356,SRS6439187,Severe acute respiratory syndrome coronavirus 2,2020-03-13,missing,1586805834.0672019,True
SRR11494593,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,704289,99.78,5134.723238471056,0.9979266294351736,SRS6439186,Severe acute respiratory syndrome coronavirus 2,2020-03-12,missing,1586805846.8230977,True
SRR11494594,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,613359,99.8,4513.702404441026,0.9979600708958968,SRS6439185,Severe acute respiratory syndrome coronavirus 2,2020-03-12,missing,1586805849.859073,True
SRR11494595,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,559068,99.78,4112.9056616393,0.9980938367387888,SRS6439184,Severe acute respiratory syndrome coronavirus 2,2020-03-12,missing,1586805848.4790843,True
SRR11494596,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,574285,99.77,4160.752800722335,0.9981272781995116,SRS6439183,Severe acute respiratory syndrome coronavirus 2,2020-03-12,missing,1586805841.7991388,True
SRR11494597,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,388019,99.79,2840.329665919807,0.9828779721098218,SRS6439182,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586805840.0831528,True
SRR11494598,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,594425,99.79,4402.379794669431,0.9977594221315588,SRS6439181,Severe acute respiratory syndrome coronavirus 2,2020-03-12,missing,1586805841.2751431,True
SRR11494599,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,661044,99.8,4813.96532120523,0.9977928635922816,SRS6439180,Severe acute respiratory syndrome coronavirus 2,2020-03-12,missing,1586805853.7310414,True
SRR11494600,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,677399,99.78,4984.103400996555,0.9978931879744508,SRS6439179,Severe acute respiratory syndrome coronavirus 2,2020-03-12,missing,1586805854.151038,True
SRR11494601,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,Illumina iSeq 100,PAIRED,361648,99.84,2776.777012339899,0.9976256562886668,SRS6439178,Severe acute respiratory syndrome coronavirus 2,2020-03-12,missing,1586805851.9670558,True
SRR11494602,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,622349,99.79,4635.471725244959,0.9977928635922816,SRS6439177,Severe acute respiratory syndrome coronavirus 2,2020-03-12,missing,1586805859.910991,True
SRR11494603,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,557336,99.77,4111.029762900042,0.9974584489850516,SRS6439176,Severe acute respiratory syndrome coronavirus 2,2020-03-12,missing,1586805859.158997,True
SRR11494604,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,636483,99.78,4696.191853660168,0.9980938367387888,SRS6439175,Severe acute respiratory syndrome coronavirus 2,2020-03-12,missing,1586805869.81891,True
SRR11494605,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,500872,99.68,3593.5969300739057,0.9978263050530048,SRS6439173,Severe acute respiratory syndrome coronavirus 2,2020-03-12,missing,1586805872.4588885,True
SRR11494606,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,671449,99.77,4823.976590977494,0.9981272781995116,SRS6439174,Severe acute respiratory syndrome coronavirus 2,2020-03-11,missing,1586805873.7908776,True
SRR11494607,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,612203,99.8,4448.097348092165,0.9978263050530048,SRS6439172,Severe acute respiratory syndrome coronavirus 2,2020-03-11,missing,1586805871.4668965,True
SRR11494608,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,401373,99.8,2832.7077216332814,0.992007490887202,SRS6439171,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586805869.8909094,True
SRR11494609,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,582997,99.8,4306.237768785741,0.9979600708958968,SRS6439170,Severe acute respiratory syndrome coronavirus 2,2020-03-11,missing,1586805868.478921,True
SRR11494610,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,665140,99.8,4924.926696318095,0.9938467712269672,SRS6439169,Severe acute respiratory syndrome coronavirus 2,2020-03-11,missing,1586805890.150744,True
SRR11494611,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,617643,99.79,4606.3867170518015,0.9980938367387888,SRS6439168,Severe acute respiratory syndrome coronavirus 2,2020-03-11,missing,1586805879.2388332,True
SRR11494612,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,603126,99.78,4456.565261010601,0.9980938367387888,SRS6439167,Severe acute respiratory syndrome coronavirus 2,2020-03-11,missing,1586805882.0428102,True
SRR11494613,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,687445,99.77,5049.357054476141,0.9977594221315588,SRS6439166,Severe acute respiratory syndrome coronavirus 2,2020-03-11,missing,1586805881.6188138,True
SRR11494614,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,548547,99.74,4007.966658863659,0.9978263050530048,SRS6439165,Severe acute respiratory syndrome coronavirus 2,2020-03-11,missing,1586805879.7588289,True
SRR11494615,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,642979,99.79,4705.758051031668,0.9976925392101128,SRS6439164,Severe acute respiratory syndrome coronavirus 2,2020-03-11,missing,1586805896.0346959,True
SRR11494616,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,692215,99.78,5151.8921178477085,0.9956526101060096,SRS6439163,Severe acute respiratory syndrome coronavirus 2,2020-03-11,missing,1586805897.734682,True
SRR11494617,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,614024,99.79,4519.0448784402915,0.9979266294351736,SRS6439162,Severe acute respiratory syndrome coronavirus 2,2020-03-10,missing,1586805887.5027657,True
SRR11494618,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,628884,99.77,4582.352573320402,0.9979266294351736,SRS6439161,Severe acute respiratory syndrome coronavirus 2,2020-03-10,missing,1586805894.6067076,True
SRR11494619,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,430173,99.77,3026.8688425910436,0.9971240343778216,SRS6439160,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586805894.690707,True
SRR11494620,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,737004,99.75,5462.3199344547365,0.9979266294351736,SRS6439159,Severe acute respiratory syndrome coronavirus 2,2020-03-10,missing,1586805902.8306406,True
SRR11494621,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,493966,99.76,3676.1734274153096,0.9977594221315588,SRS6439158,Severe acute respiratory syndrome coronavirus 2,2020-03-10,missing,1586805899.6466665,True
SRR11494622,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,678017,99.74,5134.29184362773,0.9987961074139718,SRS6439157,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805906.6786091,True
SRR11494623,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,517450,99.83,4023.809316790957,0.9976925392101128,SRS6439156,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805907.9585986,True
SRR11494624,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,637518,99.82,4861.471524596194,0.9981607196602348,SRS6439155,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805909.6625848,True
SRR11494625,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,661374,99.79,5064.423602982978,0.9972578002207136,SRS6439154,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805910.6505766,True
SRR11494626,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,620796,99.82,4759.561448684079,0.9979266294351736,SRS6439153,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805908.1225972,True
SRR11494627,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,620362,99.82,4863.704344045748,0.9984951342674648,SRS6439152,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805911.3865707,True
SRR11494628,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,637204,99.83,4904.504297227703,0.9977928635922816,SRS6439151,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805921.4584885,True
SRR11494629,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,615123,99.79,4573.114169146908,0.9979266294351736,SRS6439150,Severe acute respiratory syndrome coronavirus 2,2020-03-10,missing,1586805922.3544812,True
SRR11494630,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,359299,99.79,2610.5223221750325,0.9906698324582818,SRS6439149,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586805919.2185068,True
SRR11494631,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,974340,99.79,7427.064040397285,0.9979600708958968,SRS6439148,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805943.7903063,True
SRR11494632,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,648129,99.79,4956.641273450824,0.9976925392101128,SRS6439147,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586806024.2496502,True
SRR11494633,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,662550,99.82,5075.753636758854,0.9979266294351736,SRS6439146,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805928.130434,True
SRR11494634,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,601583,99.77,4633.059893656155,0.9977928635922816,SRS6439145,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805926.2904491,True
SRR11494635,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,634122,99.8,4811.137277196268,0.9976256562886668,SRS6439144,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805930.6904132,True
SRR11494636,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,Illumina iSeq 100,PAIRED,300516,67.35,509.88733571882415,0.9677958733237468,SRS6439143,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805927.5824385,True
SRR11494637,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,Illumina iSeq 100,PAIRED,367290,67.7,611.6669230511989,0.9892318496471926,SRS6439142,Severe acute respiratory syndrome coronavirus 2,2020-03-24,missing,1586805932.2664003,True
SRR11494638,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,614615,99.82,4633.6966525097805,0.9978263050530048,SRS6439141,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805936.0663693,True
SRR11494639,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,614695,99.81,4727.966357890513,0.9976256562886668,SRS6439140,Severe acute respiratory syndrome coronavirus 2,2020-03-23,missing,1586805942.9223135,True
